group;main_unit_off;main_unit_ps;main_unit_fid
group 22;ВЛ 6 кВ ф.351-6;351;6
group 22;КТПН К-374;;
group 22;В-110 Красноленинская 1,2 и В-110 Генерация-1,2;;
group 22;В-110 Красноленинская-Вандмтор-2;;
group 22;СУ ЭЦН;СУ ЭЦН;
group 22;ВЛ-6 ф.1-29;;29
group 22;ВЛ-6 ф.1-05;;5
group 8;ПС Гаршинская-2, Гаршинская УПСВ;;
group 8;;;
group 8;;;
group 8;ПС Герасимовская С1Т;;
group 8;ПС Герасимовская С1Т;;
group 8;;;
group 8;ф-517;;517
group 8;ПС Гаршинская-1, Гаршинская УПСВ;;
group 8;ПС Н-Кудрино;ПС Н-Кудрино;
group 8;;;
group 8;;;
group 8;;;
group 8;"ПС ""Н-Кудринская""; ""З-Степановка""";Н-Кудринская;
group 8;;;
group 8;ВЛ-6 Ф-1;;1
group 8;;;
group 8;ПС Гаршинская-2, Гаршинская УПСВ;;
group 8;;;
group 8;ПС Савельевская, Курманаевская Т2Т;;
group 8;ПС Н-Медведкинская, Скворцовская, Шулаевская;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;РВНО-53;;
group 8;;;
group 8;34, 35, 38;;
group 8;ПС Школьная;ПС Школьная;
group 8;ВЛБ-15;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;ПС Первомайская           Давыдовская;ПС Первомайская           Давыдовская;
group 8;"ПС ""Березовка""; ""Аксютино""";Березовка;
group 8;;;
group 8;"ПС ""Тарханы""; ""Березовка""; ""Аксютино""";Тарханы;
group 8;ПАЭС-3;;
group 8;ПАЭС-1           пс Вахитовская;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;ПАЭС-2;;
group 8;;;
group 8;ВЛБ;ВЛБ;
group 8;;;
group 8;ЛР-3;;
group 8;;;
group 8;ПС Гаршинская-1;;
group 8;;;
group 8;;;
group 8;"ПС ""Гаршино-1; 2; УПСВ""; ""Широкодольская""";"Гаршино-1; 2; УПСВ";
group 8;ПС Ольховская, Кодяковская, Родинская, Шулаевская, Скворцовская, Курманаевская, Загорская ф-1409;;1409
group 8;пс Школьная;пс Школьная;
group 8;"ПС Гаршино-1; 2; Гаршино УПСВ";;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;;;
group 8;Ф-Пром-1 опора №38;пром;1
group 8;В-6-2;;
group 8;В-110 С2Т;;
group 8;В-6 кВ Ф-Бурение;;
group 8;"В-6 кВ ввод-6 ""Ав.откл""; В-6 кВ Ф-Ботвинка МТО";;
group 8;В-6 кВ Ф-Бурение;;
group 8;ВЛБ-33 ;;
group 8;ПС 35/6 Ольховская, Кодяковская, Боголюбовская.;35;
group 8;ПС 35/6 Гаршинская.;35;
group 8;506;;
group 8;ф-614;;614
group 8;ф-806(03);;806
group 8;ф-806(03);;806
group 8;ф-1;;1
group 8;ф-Бурение-3  ВЛБ-33;бурение;3
group 8;"ВЛ-110 кВ ""Пром-2""";Пром-2;
group 8;"ВЛ-110 кВ ""Каргала-Донецко-Сыртовская""";Каргала-Донецко-Сыртовская;
group 8;"ВЛ-110 кВ ""Каргала-Донецко-Сыртовская""";Каргала-Донецко-Сыртовская;
group 8;"ВЛ-110 кВ ""Каргала-Донецко-Сыртовская""";Каргала-Донецко-Сыртовская;
group 8;ф-8;;8
group 8;ф-114;;114
group 8;ф-4;;4
group 8;;;
group 8;ф-К-3;к;3
group 8;ф-8;;8
group 8;"ВЛ-110 кВ ""Каргала-Донецко-Сыртовская""";Каргала-Донецко-Сыртовская;
group 8;"ВЛ-110 кВ ""Никольская-1""";Никольская-1;
group 8;ПС Боголюбовская, УПСВ Загорская,  Родинская;;
group 8;"ВЛ-110 кВ ""Никольская-2"", ПС  Родинская";Никольская-2;
group 8;"ПС ""Родниковская""";Родниковская;
group 8;Ф-514;;514
group 8;Ф-815;;815
group 8;Ф-03;;3
group 8;Ф-1320;;1320
group 8;"ПС -20/6 ""Сырт-2""";Сырт-2;
group 8;ВЛ-6 фидера № 816.;;816
group 8;ВЛ-6 фидера № 7;;7
group 8;ВЛ-6 фидера №6;;6
group 8;ВЛ-6 фидера №516;;516
group 8;ВЛ-6 фидера № 7;;7
group 8;"ВЛ-6 фидера ""Е-2""";Е-2;
group 8;ВЛ-6 фидера № 6;;6
group 8;ВЛ-6 фидера № 1;;1
group 8;ВЛ-10 фидера № 7;;7
group 8;ВЛ-10 фидера № 7;;7
group 8;ВЛ-6 фидера № 6;;6
group 8;ВЛ-10 фидера № 7;;7
group 8;ВЛ-10 фидера № 8;;8
group 8;ТП-6/0,4 скв.№ 3606;;
group 8;ПС Ново-Сергеевская         Вахитовская              Платовская  Боголюбовская      Ольховская;;
group 8;ВЛ-10 фидера № 4.;;4
group 8;ПС 35/6 Проскуринская, Варшава-3;35;
group 8;ТП-6/0,4 скв.№ 131;;
group 8;508;;
group 8;1;;
group 8;;;
group 8;ф-508;;508
group 8;Ф-1;;1
group 8;ВЛ-6 фидера № 1;;1
group 8;ВЛ-6 фидера № 410;;410
group 8;С2Т ПС Герасимовская     (ПС 35/6 Проскуринская, Варшава-3).;35;
group 8;Отдельные скважины;Отдельные скважины;
group 8;1320;;
group 8;"Остановка отдельных скважин по ПС ""Варшава-3"", ""Проскуринская"".";Варшава-3;
group 8;"ПС 35/10кВ ""Матвеевка"" (СЭС), ПС 35/6кВ ""Школьная""";Матвеевка;
group 8;"ВЛ-10 фидера ""Б-3""";Б-3;
group 8;"ВЛ-10 фидера ""Б-3""";Б-3;
group 8;ф-103,104,105;;
group 8;"Шурфы ДНС ""З.-Степановка"" и ЦНС-105 ЦСП ""Карповка""              ПС 35/6кВ Ново-Кудринская";35;
group 8;ВЛ-6 фидера № 7;;7
group 8;ВЛ-6 фидера № 7;;7
group 8;ВЛ-20 кВ Ф-1320;;1320
group 8;ВЛ-20 кВ Ф-1320;;1320
group 8;ВЛ-10 кВ Ф-8;;8
group 8;ВЛ-20 кВ Ф-1320;;1320
group 8;ф-Промысловый, НСУ, скв.432,132,89,91,251,93,133,138;;
group 8;Ф-604, 606, 614;;
group 8;Мт-3;;
group 8;С2Т ПС Герасимовская.    ПС 35/6 Варшава-3, Проскуринская.;35;
group 8;ПС Курманаевская,  Таннаныкская, Проскуринская.;;
group 8;скв.154, 32;;
group 8;скв.154, 32;;
group 8;Т1Т, фидера №№ 604, 606, 614, 616, 618;;
group 8;;;
group 8;ВЛ-10 фидера Мт-3;;
group 8;Остановка отдельных скважин ЦДНГ-8;;
group 8;Ф-Км-3;км;3
group 8;"ПС 35/6 кВ ""Ишуевская""; 1-я СШ-6 кВ  ПС ""Тананыкская""";Ишуевская;
group 8;"ПС 35/6 кВ ""Ишуевская""""";Ишуевская;
group 8;ВЛ-6 фидера № 3 ;;3
group 8;ВЛ-6 фидера № 3 ;;3
group 8;ВЛ-6 кВ ф-9;;9
group 8;ВЛ-6 фидера № 9;;9
group 8;1;;
group 8;4,6,1;;
group 8;;;
group 8;Отпайка ВЛ-6 ф-706 после КРУН-1;;706
group 8;ПС Донецко-Сыртовская;ПС Донецко-Сыртовская;
group 8;Ф-1;;1
group 8;ВЛ-6 кВ Ф-1320;;1320
group 8;ВЛ-6 фидера № 7;;7
group 8;Фонд скважин по ВЛ-6 фидера № 5.;;5
group 8;ПС 35/6 кВ ЦДНГ-2, 8;35;
group 8;ВЛ-10 кВ Ф-6;;6
group 8;ПС Графская,               Ибряевка-1,2;;
group 8;ПС КНС,НПС;ПС КНС,НПС;
group 8;ВЛ-6 кВ ф-114;;114
group 8;"ПС ""Вахитовская"", ""Кодяковская""";Вахитовская;
group 8;"ВЛ-35 ""ГТЭС Загорская""";ГТЭС Загорская;
group 8;Фонд скважин по фидеру № 606;;
group 8;ПС 35/6 Тарханы, Березовка, Аксютино.;35;
group 8;Фонд скважин по фидеру № 606;;
group 8;Скв.№887Ш, 692Ш, 702Ш, 733Ш, 654Ш, 456, 452, 704Ш.;;
group 8;скв. Капитоновского м/р-я, ДНС Капитоновка;;
group 8;"ПС ""КНС-1; 2"",  ""Грвфская""; ""Ибряевка-1; 2""";"КНС-1; 2";
group 8;Фонд скважин по ВЛ-6 фидера № 602.;;602
group 8;Ф-2,5;;
group 8;отдельные скважины;отдельные скважины;
group 8;;;
group 8;Скв.№№ 60, 61, 62, 63.;;
group 8;"В-35 кВ №2, (посадка ""Н-Медведкинская""; ""Скворцовская""№ ""Шулаевская""; 1-я СШ ПС ""Курманаевская"", ""Росташинская""; ""Гаршинская-1; 2; УПСВ"",""Вахитовская"")";Курманаевская;
group 8;"Фонд скважин по ВЛ-6 фидера ""Лб-2""";Лб-2;
group 8;ПС 35/6      Варшава-3, Проскуринская;35;
group 8;Ф-122;;122
group 8;ВЛ-10 ф-Нт-2;нт;2
group 8;"скв. Ф-1320, ДНС ""Капитоновка""";;
group 8;"ПС 35/6 Самодуровская, Самодуровская УПСВ, НПС, КНС, ВЛ-10 фидера ""Б-3"".";Б-3;
group 8;ПС 35/6 Самодуровская, Самодуровская УПСВ, НПС, КНС.;35;
group 8;ПС 35/6 Краснояровская, Елатомка, КНС-6, Завъяловская.;35;
group 8;ПС 35/6 Проскуринская, Варшава-3.;35;
group 8;Одна скважина;Одна скважина;
group 8;Савельевская, Курманаевская, Долговская, Тананыкская, Герасимовская, Графская, (Ибряевка-1,2 остановка трех скважин.);;
group 8;ПС Донецко Сыртовская, Вахитовская, ГТЭС Загорская, Никольская, Родинская, Толкаевская, БКНС, Кодяковская, Ольховская, Боголюбовская.;;
group 8;;;
group 8;;;
group 8;фонд ЦДНГ-2,3;;
group 8;ВЛ-6 кВ ф-7;;7
group 8;Ф-1;;1
group 8;ВЛ-10 кВ ф-Пл-10;пл;10
group 8;"ПС ""Самодуровская""; Самодуровская УПСВ""; ""Родниковская""; ""КНС""; ""НПС""; ""Врезовка""";Самодуровская;
group 8;;;
group 8;ВЛ-6 кВ ф-718;;718
group 8;СВ-110 кВ;;
group 8;"ПС 35/6 кВ ""Варшава-3"" и ""Проскуринская""";Варшава-3;
group 8;"ПС 35/6 кВ ""Варшава-3"" и ""Проскуринская""";Варшава-3;
group 8;ПС 35/6 Графская, Ибряевка-1, Ибряевка-2;35;
group 8;ВЛ-6 фидера № 1320.;;1320
group 8;Е-1, Е-2, Е-3, Е-4;;
group 8;"ПС ""Савельевская""; ""Герасимовская""; ""Прскуринская""; ""Варшава-3""";Савельевская;
group 8;"ПС ""Ленинградская""";Ленинградская;
group 8;ПС 35/6 Скворцовская, Шулаевская, Т1Т Курманаевская;35;
group 8;"ПС ""Ленинградская""";Ленинградская;
group 8;"ПС 35/6кВ ""Ибряевка-2""";Ибряевка-2;
group 8;ВЛ-6 фидера № 14.;;14
group 8;ВЛ-6 фидера № 14.;;14
group 8;ВЛ-6 фидера № 907.;;907
group 8;ПС 110/35/6 Савельевская, Герасимовская. ПС 35/6 Тананыкская, Варшава-3, Проскуринская, Курманаевская, Шулаевская, Скворцовская, Долговская, Сав.Купол.;110;
group 8;ВЛ-6 фидера № 1207.;;1207
group 8;ВЛ-6 фидера № 4.;;4
group 8;Остановка отдельных скважин по ПС 35/6 Кодяковская, Боголюбовская.;35;
group 8;Остановка отдельных скважин.;Остановка отдельных скважин.;
group 8;Ф-1;;1
group 8;ВЛ-6 кВ ф-317;;317
group 8;ВЛ-6 кВ ф-Пром-1, 2 , 3;пром;1
group 8;"ВЛ-10 фидера ""Вз-7""";Вз-7;
group 8;ВЛ-6 фидера № 3;;3
group 8;ПС 35/6  Варшава-3, Проскуринская.;35;
group 8;ВЛ-10 фидера № 4;;4
group 8;ВЛ-10 фидера № Вз-7;;
group 8;Ф-Графский;Ф-Графский;
group 8;скв.5719, 511, 3951, 3953;;
group 8;КНС-2;;
group 8;ПС Родинская, Подгорная, Никольская, Толкаевская, (посадка Загорская, Вахитовская, 2СШ-6 кВ ПС Родниковская);;
group 8;Участок ВЛ-6 после ЛР-6/2. Скв.№№ 957, 956, 958, 959, 961, 962;;
group 8;ВЛ-10 кВ ф-МТ-3 КТП скв-660, 655;мт;3
group 8;"Фонд ПС 35/6кВ ""Ново-Кудринская"", ""Западно-Степановская"".";Ново-Кудринская;
group 8;ПС Варшава-3,                       Проскуринская;;
group 8;Фонд по ВЛ-6 фидера № 806;;806
group 8;"ПС КНС-2;        Заглядино;      Султангулово";;
group 8;506, 515;;
group 8;ПС Варшава-3,                       Проскуринская ,                    Новая-Медведка;;
group 8;Фонд по ВЛ-6 фидера № 806;;806
group 8;"Отдельные скважины по ПС 35/6 ""Городская"", ""Завьяловская"", ""Красноярская"", ""КНС-6"", ""Султангуловская"", ""Тарханы"", ""Березовская"", ""Аксютинская"", ""Полевая"", ""Школьная"".";Городская;
group 8;ф-10 ПС 35/6 Гаршинская;35;10
group 8;весь фонд      ф- 1411;;
group 8;ф-1411;;1411
group 8;ф- 1411;;
group 8;4.7;;
group 8;"Отдельные скважины по ПС ""Заглядинская""; ""КНС-2""; ""Султангуловская""";Заглядинская;
group 8;"ВЛ-110кВ ""Бузулук-Савельевка-2"", (посадка ПС ""Графская""; ""Ибряевка-1; 2"")";Бузулук-Савельевка-2;
group 8;ВЛ-6 кВ ф-4;;4
group 8;ВЛ-6 кВ ф-7;;7
group 8;"ПС КНС-2;        Заглядино;      Султангулово";;
group 8;"ПС ""Тарханы""; ""Березовка""; ""Аксютино""";Тарханы;
group 8;ВЛ-6 кВ ф-Вр-2;вр;2
group 8;ВЛ-6 кВ ф-Кушниковка-1;кушниковка;1
group 8;"ПС 35/6 ""Графская"", ""Ибряевка-1"", ""Ибряевка-2"", ""Березовка""; ""Аксютино""";Графская;
group 8;Фонд фидеров;Фонд фидеров;
group 8;ВЛ-6 кВ ф-718;;718
group 8;"Фонд скважин по ВЛ-10 фидера ""Вз-7"".";Вз-7;
group 8;"Фонд скважин по ВЛ-10 фидера ""Вз-7"".";Вз-7;
group 8;2СШ ПС Родниковская;;
group 8;2СШ ПС Родниковская;;
group 8;ПС 110/6 Росташинская, Гаршинская-1, Гаршинская-2, Гаршинская УПСВ. ПС 35/6 Давыдовская, Конновская.;110;
group 8;ПС 35/6кВ Тарханы, ф-р КНС, скв№106                                    ПС 35/6кВ Аксютино, ф-р Кушниковка-2, скв№856 ;35;
group 8;ВЛ-6 фидера № 214.;;214
group 8;ПС ЦДНГ-1 Родинская, Токская, Подгорная, Подольская, Яшкинская. ПС ЦДНГ-3 Никольская, Ольховская, Боголюбовская, Кодяковская. ПС ЦДНГ-5 Загорская, Вахитовская. ПС ЦДНГ-4 Росташинская, Гаршинская-1, Гаршинская-2, Гаршинская УПСВ, Давыдовская.;;
group 8;ПС 35/6     Варшава-3, Проскуринская;35;
group 8;"Фонд скв.по ВЛ-6 фидера ""КНС-6/1""";КНС-6/1;
group 8;"Фонд скв.по ВЛ-6 фидера ""Ботвинка""";Ботвинка;
group 8;"Фонд скв.по ВЛ-6 фидера ""Графский""";Графский;
group 8;Скв.№№ 32, 154.;;
group 8;Скв.№№ 32, 154.;;
group 8;Отдельные скважины.;Отдельные скважины.;
group 8;ВЛ-6 фидера № 604.;;604
group 8;ПС Вахитовская, ПС Ново Сергиевская, Платовская.;;
group 8;ПС 110/35/6 Герасимовская, 35/6 Тананыкская, Курманаевская, 35/6 Графская, Ибряевка-1, Ибряевка-2;110;
group 8;"ПС ""Варшава-3""";Варшава-3;
group 8;"ВЛ-6 фидера ""Кушниковка-2""";Кушниковка-2;
group 8;ф-510;;510
group 8;ПС Погроминская (ЗЭС);ПС Погроминская (ЗЭС);
group 8;9;;
group 8;;;
group 8; ПС Савельевская,   Герасимовская, Курманаевская,Шулаевская,   Тананыкская,   Моргуновская, Графская, Ибряевка-1,2., Росташинская,  Гаршинская.;;
group 8;ВЛ-10 кВ ф-Пл-10;пл;10
group 8;;;
group 8;Отдельные скважины;Отдельные скважины;
group 8;ПС Проскуринская;ПС Проскуринская;
group 8;ВЛ-6 фидеров №№ 618, 619, 620, 621.;;
group 8;"ПС 35/6 ""Тарханы""";Тарханы;
group 8;"Фонд скважин по ВЛ-10 кВ фидера ""Лб-2""";Лб-2;
group 8;"Фонд скважин по ВЛ-10 кВ фидера ""Лб-2""";Лб-2;
group 8;Фонд скважин после РВНО-25;;
group 8;"ПС Савельевская, Курманаевская, Долговская, Пронькинская; Росташинская, Гаршинская-1,2; Гаршинская-УПСВ; Графская, Ибряевка-1,2";;
group 8;"ПС Проскуринская; Варшава-3";;
group 8;ВЛ-6 кВ ф-619, 620;;
group 8;ВЛ-6 кВ ф-К-3,7;к;3
group 8;"ПС 6/20 ""Сырт-1"", ПС 20/6 ""Сырт-2""";Сырт-1;
group 8;"ВЛ-35 кВ ""Чкаловская-Тарханы""";Чкаловская-Тарханы;
group 8;ВЛ-6 кВ ф-Г-5;г;5
group 8;ВЛ-10 кВ ф-Б-3;б;3
group 8;"ПС Никольская;  Толкаевская;     Ольховская.      ";;
group 8;ВЛ-6 кВ ф-Г-6;г;6
group 8;"ПС ""ММСК""; ""Донецко-Сыртовская"". ПС Никольская;  Боголюбовская; Толкаевская; БКНС;    Ольховская;      Кодяковская";ММСК;
group 8;ВЛ-6 Ф-1;;1
group 8;ВЛ-6 Ф-Пром-1,Бур-2,  УПСВ-2,ДНС;пром;1
group 8;35/6 Тарханы, Березовка, Аксютино. 35/6  Самодуровская, НПС КНС;;
group 8;35/6 Подольская, Токская, Подгорная, Кодяковская, Боголюбовская. 35/6  Кодяковская, Боголюбовская;;
group 8;1409, 1411;;
group 8;1409, 1411;;
group 8;Подольская, Токская, Подгорная;Подольская, Токская, Подгорная;
group 8;Графская, Ибряевка-1, Ибряевка-2;;
group 8;3;;
group 8;ПС 110/6 кВ Вахитовская ММПС;110;
group 8;;;
group 8;"1СШ ПС Герасимовская;1СШ ПС Тананыкская";;
group 8;;;
group 8;"ПС КНС-2;        Заглядино;      Султангулово";;
group 8;"ПС     Родинская;     Подольская;           Яшкинская, ПС     Никольская;     Боголюбовская;           БКНС, ПС     Донецко-Сыртинская; Вахитовская; ГТЭС Загорская";;
group 8;;;
group 8;"ПС     КНС-2;  Заглядино;      Султангулово; Тарханы; Березовка; Аксютино; Полевая (посадка ПС     Самодуровка; Пономаревка; Родниковка)";;
group 8;35/6  Самодуровская;;
